    0,     0
    0,     x
    X,     x
    X,     X
53054,     X
52710,     X
53054,     X
53572,     X
53492,     X
52790,     X
53668,     X
54028,     X
51982,     X
52486,     X
52814,     X
51078,     X
52062,     X
52774,     X
51398,     X
52614,     X
53246,     X
51702,     X
52694,     X
52998,     X
51310,     X
52358,     X
52798,     X
51486,     X
53022,     X
53812,     X
52822,     X
54516,     X
55148,     X
53916,     X
55308,     X
55540,     X
54108,     X
55484,     X
55788,     X
54676,     X
56444,     X
57020,     X
56148,     X
57986,     X
58338,     X
57180,     X
58658,     X
58578,     X
57220,     X
58674,     X
58666,     X
57642,     X
59506,     X
59786,     X
59042,     X
60978,     X
61058,     X
60074,     X
61688,     X
61410,     X
60298,     X
61952,     X
61824,     X
61122,     X
63232,     X
63432,     X
63040,     X
65240,     X
65256,     X
64648,     X
  990,     X
  646,     X
65472,     X
 1846,     X
 1646,     X
 1318,     X
 3622,     X
 3694,     X
 3606,     X
 5900,     X
 5700,     X
 5308,     X
 7188,     X
 6556,     X
 5988,     X
 7804,     X
 7244,     X
 6988,     X
 9098,     X
 8722,     X
 8626,     X
10634,     X
 9922,     X
 9474,     X
11010,     X
 9850,     X
 9218,     X
10690,     X
 9618,     X
 9322,     X
11098,     X
10242,     X
10130,     X
11826,     X
10682,     X
10274,     X
11554,     X
10050,     X
 9538,     X
10834,     X
 9506,     X
 9418,     X
11066,     X
10018,     X
10162,     X
11754,     X
10458,     X
10338,     X
11538,     X
 9914,     X
 9714,     X
10930,     X
 9498,     X
 9706,     X
11242,     X
10050,     X
10434,     X
11834,     X
10338,     X
10378,     X
11314,     X
 9442,     X
 9354,     X
10242,     X
 8522,     X
 8778,     X
 9914,     X
 8370,     X
 8738,     X
 9666,     X
 7788,     X
 8226,     X
 5980,     X
 5868,     X
 6284,     X
 4236,     X
 4500,     X
 5196,     X
 3382,     X
 3798,     X
 4332,     X
 2254,     X
 2374,     X
 2502,     X
  174,     X
  270,     X
  478,     X
63984,     X
64552,     X
65104,     X
63392,     X
64160,     X
64600,     X
62672,     X
63176,     X
63248,     X
61122,     X
61632,     X
61792,     X
59994,     X
60954,     X
61434,     X
59922,     X
61018,     X
61322,     X
59546,     X
60314,     X
60194,     X
58162,     X
58898,     X
58810,     X
57076,     X
58186,     X
58362,     X
56860,     X
58042,     X
57986,     X
56188,     X
57020,     X
56524,     X
54500,     X
55300,     X
54876,     X
53190,     X
54404,     X
54276,     X
52878,     X
54204,     X
53892,     X
52278,     X
53308,     X
52654,     X
50918,     X
52014,     X
51526,     X
50222,     X
51806,     X
51686,     X
50742,     X
52462,     X
52214,     X
51086,     X
52542,     X
51974,     X
50774,     X
52302,     X
51910,     X
51142,     X
53126,     X
53062,     X
52598,     X
54644,     X
54372,     X
53668,     X
55364,     X
54716,     X
53868,     X
55564,     X
55028,     X
54556,     X
56620,     X
56340,     X
56092,     X
58130,     X
57578,     X
57044,     X
58674,     X
57738,     X
57060,     X
58690,     X
57882,     X
57602,     X
59602,     X
59074,     X
59050,     X
61042,     X
60290,     X
60018,     X
61656,     X
60578,     X
60250,     X
61944,     X
61082,     X
61218,     X
63328,     X
62792,     X
63208,     X
65320,     X
64584,     X
64768,     X
  990,     X
65480,     X
   86,     X
 1886,     X
 1046,     X
 1614,     X
 3766,     X
 3198,     X
 3974,     X
 6028,     X
 5164,     X
 5620,     X
 7220,     X
 5988,     X
 6308,     X
 7868,     X
 6772,     X
 7444,     X
 9250,     X
 8338,     X
 9122,     X
10746,     X
 9482,     X
 9898,     X
11018,     X
 9370,     X
 9642,     X
10722,     X
 9234,     X
 9866,     X
11210,     X
 9946,     X
10714,     X
11890,     X
10330,     X
10778,     X
11522,     X
 9658,     X
10050,     X
10826,     X
 9226,     X
10050,     X
11146,     X
 9818,     X
10826,     X
11778,     X
10202,     X
10906,     X
11450,     X
 9618,     X
10282,     X
10866,     X
 9298,     X
10378,     X
11250,     X
 9922,     X
11106,     X
11770,     X
10130,     X
10954,     X
11130,     X
 9194,     X
 9914,     X
10082,     X
 8362,     X
 9434,     X
 9810,     X
 8282,     X
 9386,     X
 9498,     X
 7636,     X
 8338,     X
 7964,     X
 5812,     X
 6436,     X
 6076,     X
 4196,     X
 5188,     X
 5084,     X
 3446,     X
 4524,     X
 4204,     X
 2302,     X
 3046,     X
 2326,     X
  246,     X
 1006,     X
  406,     X
64240,     X
65448,     X
65176,     X
63784,     X
65112,     X
64672,     X
63072,     X
64096,     X
63296,     X
61560,     X
62624,     X
61952,     X
60618,     X
62104,     X
61728,     X
60666,     X
62200,     X
61592,     X
60266,     X
61426,     X
60410,     X
58906,     X
60042,     X
59114,     X
57954,     X
59442,     X
58746,     X
57802,     X
59274,     X
58306,     X
57060,     X
58130,     X
56748,     X
55356,     X
56412,     X
55156,     X
54140,     X
55580,     X
54612,     X
53860,     X
55316,     X
54132,     X
53166,     X
54284,     X
52790,     X
51766,     X
52974,     X
51702,     X
51166,     X
52814,     X
51902,     X
51686,     X
53388,     X
52318,     X
51918,     X
53316,     X
51966,     X
51558,     X
53038,     X
51942,     X
51998,     X
53892,     X
53118,     X
53444,     X
55316,     X
54316,     X
54388,     X
55876,     X
54548,     X
56052,     X
54916,     X
55324,     X
57164,     X
56276,     X
56876,     X
58602,     X
57434,     X
57738,     X
59042,     X
57546,     X
57770,     X
59090,     X
57810,     X
58458,     X
60114,     X
59114,     X
59978,     X
61544,     X
60314,     X
60922,     X
62104,     X
60626,     X
61226,     X
62496,     X
61306,     X
62384,     X
64032,     X
63168,     X
64480,     X
  502,     X
64960,     X
  486,     X
 1670,     X
  350,     X
 1398,     X
 2646,     X
 1606,     X
 3086,     X
 4644,     X
 3870,     X
 5476,     X
 6852,     X
 5772,     X
 7028,     X
 7932,     X
 6532,     X
 7692,     X
 8562,     X
 7372,     X
 8866,     X
 9946,     X
 8930,     X
10466,     X
11274,     X
 9898,     X
11018,     X
11314,     X
 9610,     X
10618,     X
10890,     X
 9426,     X
10778,     X
11282,     X
10018,     X
11426,     X
11690,     X
10130,     X
11178,     X
11002,     X
 9210,     X
10234,     X
10122,     X
 8658,     X
10098,     X
10282,     X
 9090,     X
10626,     X
10610,     X
 9170,     X
10378,     X
 9954,     X
 8346,     X
 9538,     X
