    0,     0
    0,     x
    X,     x
    X,     X
10970,     X
 8522,     X
62736,     X
54028,     X
56780,     X
 2678,     X
11426,     X
 8482,     X
62416,     X
53956,     X
57228,     X
 3406,     X
11722,     X
 8218,     X
61960,     X
53780,     X
57458,     X
 3702,     X
11602,     X
 7596,     X
61234,     X
53460,     X
57674,     X
 4070,     X
11666,     X
 7268,     X
60906,     X
53596,     X
58322,     X
 4820,     X
12034,     X
 7164,     X
60706,     X
53764,     X
58890,     X
 5372,     X
12098,     X
 6700,     X
60138,     X
53540,     X
59066,     X
 5532,     X
11810,     X
 5964,     X
59402,     X
53276,     X
59314,     X
 5868,     X
11802,     X
 5612,     X
59138,     X
53532,     X
60050,     X
 6628,     X
12130,     X
 5492,     X
59018,     X
53812,     X
60698,     X
 7172,     X
12146,     X
 5036,     X
58538,     X
53724,     X
60962,     X
 7340,     X
11826,     X
 4308,     X
57890,     X
53588,     X
61290,     X
 7668,     X
11778,     X
 3958,     X
57706,     X
53948,     X
62072,     X
 8378,     X
12010,     X
 3790,     X
57618,     X
54284,     X
62712,     X
 8834,     X
11906,     X
 3254,     X
57132,     X
54220,     X
62936,     X
 8882,     X
11434,     X
 2430,     X
56476,     X
54100,     X
63224,     X
 9082,     X
11234,     X
 1990,     X
56276,     X
54460,     X
63952,     X
 9650,     X
11290,     X
 1710,     X
56148,     X
54780,     X
64512,     X
 9946,     X
11018,     X
 1062,     X
55644,     X
54708,     X
64672,     X
 9850,     X
10394,     X
  166,     X
55004,     X
54620,     X
64928,     X
 9962,     X
10106,     X
65240,     X
54860,     X
55052,     X
  126,     X
10450,     X
10082,     X
64960,     X
54804,     X
55452,     X
  702,     X
10698,     X
 9762,     X
64344,     X
54412,     X
55500,     X
  918,     X
10594,     X
 9138,     X
63528,     X
53924,     X
55580,     X
 1278,     X
10738,     X
 8882,     X
63176,     X
53972,     X
56196,     X
 2094,     X
11250,     X
 8890,     X
62992,     X
54084,     X
56748,     X
 2750,     X
11498,     X
 8594,     X
62480,     X
53852,     X
56940,     X
 3030,     X
11394,     X
 7980,     X
61744,     X
53516,     X
57148,     X
 3430,     X
11522,     X
 7716,     X
61464,     X
53692,     X
57850,     X
 4260,     X
11962,     X
 7668,     X
61298,     X
53860,     X
58434,     X
 4860,     X
12098,     X
 7268,     X
60770,     X
53660,     X
58634,     X
 5052,     X
11850,     X
 6540,     X
59994,     X
53340,     X
58826,     X
 5364,     X
11826,     X
 6172,     X
59690,     X
53524,     X
59506,     X
 6076,     X
12106,     X
 5980,     X
59458,     X
53684,     X
60042,     X
 6548,     X
12074,     X
 5452,     X
58882,     X
53492,     X
60210,     X
 6636,     X
11666,     X
 4612,     X
58098,     X
53214,     X
60410,     X
 6876,     X
11546,     X
 4196,     X
57842,     X
53484,     X
61130,     X
 7540,     X
11738,     X
 3974,     X
57658,     X
53732,     X
61712,     X
 7980,     X
11650,     X
 3454,     X
57180,     X
53676,     X
61968,     X
 8068,     X
11226,     X
 2654,     X
56524,     X
53556,     X
62280,     X
 8354,     X
11130,     X
 2310,     X
56428,     X
54020,     X
63128,     X
 9058,     X
11338,     X
 2150,     X
56380,     X
54420,     X
63808,     X
 9522,     X
11242,     X
 1686,     X
56036,     X
54516,     X
64152,     X
 9618,     X
10794,     X
  934,     X
55508,     X
54532,     X
64544,     X
 9890,     X
10674,     X
  630,     X
55516,     X
55116,     X
65424,     X
10546,     X
10802,     X
  438,     X
55516,     X
55564,     X
  542,     X
10890,     X
10586,     X
65464,     X
55196,     X
55676,     X
  830,     X
10850,     X
10002,     X
64632,     X
54660,     X
55692,     X
 1150,     X
10986,     X
 9746,     X
64264,     X
54676,     X
56268,     X
 1934,     X
11466,     X
 9690,     X
63976,     X
54636,     X
56676,     X
 2478,     X
11634,     X
 9314,     X
63376,     X
54308,     X
56772,     X
 2678,     X
11434,     X
 8586,     X
62488,     X
53788,     X
56804,     X
 2942,     X
11474,     X
 8258,     X
62128,     X
53876,     X
57426,     X
 3710,     X
11858,     X
 8124,     X
61840,     X
53908,     X
57898,     X
 4236,     X
11962,     X
 7716,     X
61298,     X
53708,     X
58106,     X
 4452,     X
11738,     X
 6988,     X
60490,     X
53324,     X
58266,     X
 4780,     X
11778,     X
 6692,     X
60266,     X
53604,     X
59042,     X
 5604,     X
12162,     X
 6580,     X
60074,     X
53772,     X
59618,     X
 6164,     X
12266,     X
 6204,     X
59650,     X
53732,     X
59946,     X
 6404,     X
12002,     X
 5468,     X
58914,     X
53476,     X
60194,     X
 6740,     X
12018,     X
 5188,     X
58786,     X
53876,     X
61034,     X
 7532,     X
12296,     X
 5004,     X
58594,     X
54092,     X
61608,     X
 8004,     X
12274,     X
 4548,     X
58170,     X
54084,     X
61904,     X
 8124,     X
11850,     X
 3694,     X
57394,     X
53812,     X
62096,     X
 8338,     X
11714,     X
 3326,     X
57260,     X
54228,     X
62888,     X
 8978,     X
11810,     X
 2998,     X
56996,     X
54396,     X
63368,     X
 9282,     X
11610,     X
 2438,     X
56556,     X
54396,     X
63616,     X
 9266,     X
11010,     X
 1470,     X
55756,     X
54140,     X
63776,     X
 9378,     X
10786,     X
 1086,     X
55692,     X
54652,     X
64592,     X
 9946,     X
10778,     X
  710,     X
55460,     X
54868,     X
65064,     X
10194,     X
10538,     X
  198,     X
55164,     X
55012,     X
65384,     X
10162,     X
 9906,     X
64784,     X
54460,     X
54876,     X
   78,     X
10298,     X
 9722,     X
64544,     X
54612,     X
55596,     X
 1014,     X
10882,     X
 9698,     X
64200,     X
54476,     X
55924,     X
 1534,     X
11138,     X
 9490,     X
63816,     X
54388,     X
56260,     X
 1942,     X
11090,     X
 8818,     X
62880,     X
53756,     X
56188,     X
 2190,     X
11210,     X
 8658,     X
62752,     X
54092,     X
57068,     X
 3166,     X
11714,     X
 8522,     X
62328,     X
53924,     X
57340,     X
 3590,     X
11858,     X
 8258,     X
62008,     X
53964,     X
57778,     X
 3974,     X
11658,     X
 7396,     X
60914,     X
53222,     X
57578,     X
 4070,     X
11634,     X
 7188,     X
60890,     X
53732,     X
58586,     X
 5012,     X
11962,     X
 6796,     X
60210,     X
53332,     X
58618,     X
 5204,     X
11938,     X
 6540,     X
60082,     X
53668,     X
59298,     X
 5636,     X
11578,     X
